izo,rocnik,poznamka,ucivo,blok RVP,ucivo RVP
000241806,7,,český stát a velmoci v 15.-18. století,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
000241806,7,,barokní kultura,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,barokní kultura a osvícenství
000241806,7,,osvícenství,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,barokní kultura a osvícenství
000241806,7,,Habsburská monarchie,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
000241806,7,,třicetiletá válka,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
000241806,7,,důsledky třicetileté války,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
000241806,8,,,,
000241806,8,,kulturní různorodost doby,MODERNIZACE SPOLEČNOSTI,kulturní rozrůzněnost doby
000241806,8,,počátky rozvoje vědy a techniky,MODERNIZACE SPOLEČNOSTI,industrializace a její důsledky pro společnost; sociální otázka
000241806,8,,důsledky pro společnost,MODERNIZACE SPOLEČNOSTI,industrializace a její důsledky pro společnost; sociální otázka
000241806,8,,sociální otázka,MODERNIZACE SPOLEČNOSTI,industrializace a její důsledky pro společnost; sociální otázka
000241806,8,,Velká francouzská revoluce a napoleonské období,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
000241806,8,,vliv na evropské státy,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
000241806,8,,národní hnutí velkých a malých národů,MODERNIZACE SPOLEČNOSTI,národní hnutí velkých a malých národů; utváření novodobého českého národa
000241806,8,,utváření novodobého českého národa,MODERNIZACE SPOLEČNOSTI,národní hnutí velkých a malých národů; utváření novodobého českého národa
000241806,8,,"revoluce 19. století jako prostředek řešení politických, sociálních a národnostních problémů",MODERNIZACE SPOLEČNOSTI,"revoluce 19. století jako prostředek řešení politických, sociálních a národnostních problémů"
000241806,8,,emancipace národů,MODERNIZACE SPOLEČNOSTI,"revoluce 19. století jako prostředek řešení politických, sociálních a národnostních problémů"
000241806,8,,kulturní různorodost doby,MODERNIZACE SPOLEČNOSTI,kulturní rozrůzněnost doby
000241806,8,,konflikty mezi velmocemi,MODERNIZACE SPOLEČNOSTI,"konflikty mezi velmocemi, kolonialismus"
000241806,8,,kolonialismus,MODERNIZACE SPOLEČNOSTI,"konflikty mezi velmocemi, kolonialismus"
000241806,8,,průmyslová revoluce,MODERNIZACE SPOLEČNOSTI,industrializace a její důsledky pro společnost; sociální otázka
000241806,8,,industrializace,MODERNIZACE SPOLEČNOSTI,industrializace a její důsledky pro společnost; sociální otázka
000241806,8,,"první světová válka a její politické, sociální a kulturní důsledky",MODERNÍ DOBA,"první světová válka a její politické, sociální a kulturní důsledky"
000241806,8,,využití digitálních zdrojů informací,JINÉ,téma mimo dějepis
000241806,9,,,,
000241806,9,,nové politické uspořádání Evropy,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
000241806,9,,úloha USA ve světě,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
000241806,9,,vznik Československa,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
000241806,9,,hospodářsko-politický vývoj Československa,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
000241806,9,,sociální a národnostní problémy Československa,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
000241806,9,,mezinárodněpolitická situace ve 20. a 30. letech,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
000241806,9,,hospodářská situace ve 20. a 30. letech,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
000241806,9,,"totalitní systémy - komunismus, fašismus, nacismus",MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
000241806,9,,důsledky totalitních systémů pro Československo a svět,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
000241806,9,,druhá světová válka,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
000241806,9,,holokaust,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
000241806,9,,situace v našich zemích během druhé světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
000241806,9,,domácí odboj během druhé světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
000241806,9,,zahraniční odboj během druhé světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
000241806,9,,využití digitálních zdrojů informací,JINÉ,jiné dějepisné téma
000241806,9,,politické důsledky druhé světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
000241806,9,,mocenské důsledky druhé světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
000241806,9,,ekonomické důsledky druhé světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
000241806,9,,vývoj Československa od roku 1945 do roku 1989,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"vývoj Československa od roku 1945 do roku 1989, vznik České republiky"
000241806,9,,vznik České republiky,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"vývoj Československa od roku 1945 do roku 1989, vznik České republiky"
000241806,9,,studená válka,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"studená válka, rozdělení světa do vojenských bloků reprezentovaných supervelmocemi; politické, hospodářské, sociální a ideologické soupeření"
000241806,9,,rozdělení světa do vojenských bloků,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"studená válka, rozdělení světa do vojenských bloků reprezentovaných supervelmocemi; politické, hospodářské, sociální a ideologické soupeření"
000241806,9,,politické soupeření během studené války,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"studená válka, rozdělení světa do vojenských bloků reprezentovaných supervelmocemi; politické, hospodářské, sociální a ideologické soupeření"
000241806,9,,hospodářské soupeření během studené války,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"studená válka, rozdělení světa do vojenských bloků reprezentovaných supervelmocemi; politické, hospodářské, sociální a ideologické soupeření"
000241806,9,,sociální soupeření během studené války,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"studená válka, rozdělení světa do vojenských bloků reprezentovaných supervelmocemi; politické, hospodářské, sociální a ideologické soupeření"
000241806,9,,ideologické soupeření během studené války,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"studená válka, rozdělení světa do vojenských bloků reprezentovaných supervelmocemi; politické, hospodářské, sociální a ideologické soupeření"
000241806,9,,vnitřní situace v zemích východního bloku,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,vnitřní situace v zemích východního bloku (na vybraných příkladech srovnání s charakteristikou západních zemí)
000241806,9,,vnitřní situace v zemích západního bloku,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,vnitřní situace v zemích východního bloku (na vybraných příkladech srovnání s charakteristikou západních zemí)
000241806,9,,srovnání vnitřní situace v zemích východního a západního bloku,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,vnitřní situace v zemích východního bloku (na vybraných příkladech srovnání s charakteristikou západních zemí)
000241806,9,,hospodářská spolupráce během studené války,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,vnitřní situace v zemích východního bloku (na vybraných příkladech srovnání s charakteristikou západních zemí)
000241806,9,,vojenská spolupráce během studené války,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,vnitřní situace v zemích východního bloku (na vybraných příkladech srovnání s charakteristikou západních zemí)
000241806,9,,rozpad koloniálního systému,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"rozpad koloniálního systému, mimoevropský svět"
000241806,9,,mimoevropský svět po rozpadu koloniálního systému,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"rozpad koloniálního systému, mimoevropský svět"
000241806,9,,problémy současnosti,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,problémy současnosti
000241806,9,,věda jako faktor vývoje,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"věda, technika a vzdělání jako faktory vývoje; sport a zábava"
000241806,9,,technika jako faktor vývoje,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"věda, technika a vzdělání jako faktory vývoje; sport a zábava"
000241806,9,,vzdělání jako faktor vývoje,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"věda, technika a vzdělání jako faktory vývoje; sport a zábava"
000241806,9,,sport jako faktor vývoje,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"věda, technika a vzdělání jako faktory vývoje; sport a zábava"
000241806,9,,zábava jako faktor vývoje,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"věda, technika a vzdělání jako faktory vývoje; sport a zábava"
000241831,7,,,,
000241831,7,,Byzanc,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
000241831,7,,východní křesťanství,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
000241831,7,,Arabové a jejich kultura,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"islám a islámské říše ovlivňující Evropu (Arabové, Turci)"
000241831,7,,francká říše,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,utváření států ve východoevropském a západoevropském kulturním okruhu a jejich specifický vývoj
000241831,7,,Karel Veliký,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,utváření států ve východoevropském a západoevropském kulturním okruhu a jejich specifický vývoj
000241831,7,,formování prvních státních celků v Evropě,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,utváření států ve východoevropském a západoevropském kulturním okruhu a jejich specifický vývoj
000241831,7,,Velká Morava,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
000241831,7,,příchod věrozvěstů,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
000241831,7,,české země v době raného středověku,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
000241831,7,,románská kultura,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,kultura středověké společnosti - románské a gotické umění a vzdělanost
000241831,7,,křížové výpravy,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
000241831,7,,vrcholný středověk,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
000241831,7,,vznik měst,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"struktura středověké společnosti, funkce jednotlivých vrstev"
000241831,7,,význam měst,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"struktura středověké společnosti, funkce jednotlivých vrstev"
000241831,7,,rozvoj řemesel a obchodu,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"struktura středověké společnosti, funkce jednotlivých vrstev"
000241831,7,,vláda posledních Přemyslovců,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
000241831,7,,nástup Lucemburků,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
000241831,7,,vláda Karla IV.,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
000241831,7,,gotická kultura,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,kultura středověké společnosti - románské a gotické umění a vzdělanost
000241831,7,,předhusitské poměry,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
000241831,7,,husitské revoluční hnutí v Čechách,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
000241831,7,,pozdní středověk,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,jiné
000241831,7,,doba poděbradská,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
000241831,7,,jagellonský stát,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
000241831,7,,stavovská monarchie,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
000241831,7,,stát a společnost,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
000241831,7,,církev,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
000241831,7,,kultura,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
000241831,7,,zámořské objevy,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,zámořské objevy a počátky dobývání světa
000241831,7,,evropské státy v 15. – 16. století,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
000241831,7,,počátky mnohonárodnostní monarchie ve střední Evropě - Habsburkové na českém trůně,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
000241831,7,,"kultura na počátku novověku - renesance, humanismus",OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
000241831,7,,reformace a protireformace,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
000241831,7,,třicetiletá válka,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
000241831,8,,,,
000241831,8,,Utváření novodobé společnosti v 17. – 18. století,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
000241831,8,,Absolutismus,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
000241831,8,,Parlamentarismus,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
000241831,8,,Kultura - baroko,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,barokní kultura a osvícenství
000241831,8,,Rokoko,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,barokní kultura a osvícenství
000241831,8,,Vláda a reformy Marie Terezie a Josefa II.,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
000241831,8,,Vzestup Velké Británie,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
000241831,8,,Vznik USA,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
000241831,8,,Francouzská revoluce,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
000241831,8,,"Napoleon Bonaparte, jeho vzestup a pád",MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
